Date,Open,High,Low,Close,Volume
1980-12-12,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.09944948554039001,469033600
1980-12-15,0.12221000343561172,0.12221000343561172,0.12165199965238571,0.09426116943359375,175884800
1980-12-16,0.1132809966802597,0.1132809966802597,0.11272300034761429,0.08734261244535446,105728000
1980-12-17,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.0895044133067131,86441600
1980-12-18,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.09209936857223511,73449600
1980-12-19,0.12611599266529083,0.12667399644851685,0.12611599266529083,0.09772007912397385,48630400
1980-12-22,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1024760901927948,37363200
1980-12-23,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.10680047422647476,46950400
1980-12-24,0.14508900046348572,0.14564700424671173,0.14508900046348572,0.1124211922287941,48003200
1980-12-26,0.15848200023174286,0.15904000401496887,0.15848200023174286,0.12279868125915527,55574400
1980-12-29,0.16071400046348572,0.16127200424671173,0.16071400046348572,0.12452807277441025,93161600
1980-12-30,0.15736599266529083,0.15736599266529083,0.156808003783226,0.12150151282548904,68880000
1980-12-31,0.1529020071029663,0.1529020071029663,0.1523440033197403,0.11804264783859253,35750400
1981-01-02,0.15401799976825714,0.15513400733470917,0.15401799976825714,0.11933974176645279,21660800
1981-01-05,0.15122799575328827,0.15122799575328827,0.15067000687122345,0.11674557626247406,35728000
1981-01-06,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.11155637353658676,45158400
1981-01-07,0.13839299976825714,0.13839299976825714,0.13783499598503113,0.10680047422647476,55686400
1981-01-08,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.10463864356279373,39827200
1981-01-09,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.11025938391685486,21504000
1981-01-12,0.14229899644851685,0.14229899644851685,0.141183003783226,0.10939467698335648,23699200
1981-01-13,0.1367190033197403,0.1367190033197403,0.13616099953651428,0.10550335794687271,23049600
1981-01-14,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.10593573749065399,14291200
1981-01-15,0.13950900733470917,0.140625,0.13950900733470917,0.10809757560491562,14067200
1981-01-16,0.13895100355148315,0.13895100355148315,0.13839299976825714,0.10723286122083664,13395200
1981-01-19,0.14676299691200256,0.14732100069522858,0.14676299691200256,0.11371823400259018,41574400
1981-01-20,0.14285700023174286,0.14285700023174286,0.14229899644851685,0.11025938391685486,30083200
1981-01-21,0.14508900046348572,0.14620499312877655,0.14508900046348572,0.1124211922287941,15904000
1981-01-22,0.14676299691200256,0.1478790044784546,0.14676299691200256,0.11371823400259018,35548800
1981-01-23,0.14676299691200256,0.14732100069522858,0.14620499312877655,0.11328587681055069,11222400
1981-01-26,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.11155637353658676,24640000
1981-01-27,0.1439729928970337,0.1439729928970337,0.14285700023174286,0.11069171875715256,23699200
1981-01-28,0.13895100355148315,0.13895100355148315,0.13839299976825714,0.10723286122083664,28156800
1981-01-29,0.13392899930477142,0.13392899930477142,0.1333709955215454,0.10334151983261108,43904000
1981-01-30,0.12723200023174286,0.12723200023174286,0.12611599266529083,0.09772007912397385,46188800
1981-02-02,0.11941999942064285,0.11941999942064285,0.11886200308799744,0.09209936857223511,23766400
1981-02-03,0.12332600355148315,0.12388399988412857,0.12332600355148315,0.0955582708120346,19152000
1981-02-04,0.12779000401496887,0.1283479928970337,0.12779000401496887,0.0990171730518341,27865600
1981-02-05,0.12779000401496887,0.1289059966802597,0.12779000401496887,0.0990171730518341,7929600
1981-02-06,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.09944948554039001,13865600
1981-02-09,0.12276799976825714,0.12276799976825714,0.12165199965238571,0.09426116943359375,16755200
1981-02-10,0.12165199965238571,0.12221000343561172,0.12165199965238571,0.09426116943359375,18345600
1981-02-11,0.11830399930477142,0.11830399930477142,0.11774600297212601,0.09123463183641434,13843200
1981-02-12,0.1171879991889,0.1171879991889,0.11662899702787399,0.09036914259195328,14560000
1981-02-13,0.11495500057935715,0.11495500057935715,0.11383900046348572,0.08820733428001404,11155200
1981-02-17,0.11662899702787399,0.1171879991889,0.11662899702787399,0.09036914259195328,12275200
1981-02-18,0.12165199965238571,0.12276799976825714,0.12165199965238571,0.09426116943359375,19241600
1981-02-19,0.11495500057935715,0.11495500057935715,0.11439699679613113,0.08863967657089233,22310400
1981-02-20,0.10881700366735458,0.10881700366735458,0.10825899988412857,0.08388369530439377,24371200
1981-02-23,0.10993299633264542,0.11049100011587143,0.10993299633264542,0.08518078178167343,14112000
1981-02-24,0.10714299976825714,0.10714299976825714,0.10602699965238571,0.08215425163507462,16979200
1981-02-25,0.11272300034761429,0.1132809966802597,0.11272300034761429,0.08734261244535446,19488000
1981-02-26,0.11439699679613113,0.11495500057935715,0.11439699679613113,0.08863967657089233,10841600
1981-02-27,0.11830399930477142,0.11941999942064285,0.11830399930477142,0.09166696667671204,14761600
1981-03-02,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.09209936857223511,11760000
1981-03-03,0.11774600297212601,0.11774600297212601,0.1171879991889,0.09080228209495544,16172800
1981-03-04,0.11662899702787399,0.11662899702787399,0.11607100069522858,0.089936763048172,13708800
1981-03-05,0.11607100069522858,0.11607100069522858,0.11551299691200256,0.0895044133067131,5376000
1981-03-06,0.11551299691200256,0.11551299691200256,0.11439699679613113,0.08863967657089233,11603200
1981-03-09,0.10602699965238571,0.10602699965238571,0.1054690033197403,0.08172188699245453,15321600
1981-03-10,0.10100399702787399,0.10100399702787399,0.10044600069522858,0.07782988250255585,28380800
1981-03-11,0.0976559966802597,0.0976559966802597,0.09653999656438828,0.07480333000421524,29859200
1981-03-12,0.10044600069522858,0.10100399702787399,0.10044600069522858,0.07782988250255585,59248000
1981-03-13,0.09988799691200256,0.09988799691200256,0.09933000057935715,0.07696512341499329,231302400
1981-03-16,0.10323700308799744,0.10435300320386887,0.10323700308799744,0.07999241352081299,37228800
1981-03-17,0.10825899988412857,0.109375,0.10825899988412857,0.08388369530439377,43747200
1981-03-18,0.11495500057935715,0.11607100069522858,0.11495500057935715,0.08907207101583481,36937600
1981-03-19,0.11439699679613113,0.11439699679613113,0.11383900046348572,0.08820733428001404,37811200
1981-03-20,0.11495500057935715,0.11607100069522858,0.11495500057935715,0.08907207101583481,14604800
1981-03-23,0.11941999942064285,0.12053599953651428,0.11941999942064285,0.0925317257642746,22019200
1981-03-24,0.11941999942064285,0.11941999942064285,0.11886200308799744,0.09209936857223511,28156800
1981-03-25,0.11774600297212601,0.11774600297212601,0.11662899702787399,0.09036914259195328,7056000
1981-03-26,0.11495500057935715,0.11495500057935715,0.11439699679613113,0.08863967657089233,12275200
1981-03-27,0.11104899644851685,0.11104899644851685,0.11049100011587143,0.08561314642429352,12252800
1981-03-30,0.11049100011587143,0.11160700023174286,0.11049100011587143,0.08561314642429352,9900800
1981-03-31,0.11049100011587143,0.11049100011587143,0.109375,0.08474843949079514,15993600
1981-04-01,0.10881700366735458,0.10881700366735458,0.10825899988412857,0.08388369530439377,34070400
1981-04-02,0.11774600297212601,0.11830399930477142,0.11774600297212601,0.09123463183641434,31404800
1981-04-03,0.11830399930477142,0.11886200308799744,0.11830399930477142,0.09166696667671204,16486400
1981-04-06,0.11662899702787399,0.11662899702787399,0.11607100069522858,0.089936763048172,22803200
1981-04-07,0.11551299691200256,0.11551299691200256,0.11495500057935715,0.08907207101583481,10684800
1981-04-08,0.12053599953651428,0.12165199965238571,0.12053599953651428,0.09339644014835358,21952000
1981-04-09,0.12276799976825714,0.12332600355148315,0.12276799976825714,0.09512591361999512,12499200
1981-04-10,0.12444200366735458,0.125,0.12444200366735458,0.0964229628443718,33465600
1981-04-13,0.12444200366735458,0.125,0.12444200366735458,0.0964229628443718,16060800
1981-04-14,0.12444200366735458,0.125,0.12444200366735458,0.0964229628443718,6652800
1981-04-15,0.11886200308799744,0.11886200308799744,0.11830399930477142,0.09166696667671204,34048000
1981-04-16,0.11216499656438828,0.11216499656438828,0.11160700023174286,0.0864778608083725,23878400
1981-04-20,0.11495500057935715,0.11551299691200256,0.11495500057935715,0.08907207101583481,35347200
1981-04-21,0.12276799976825714,0.12332600355148315,0.12276799976825714,0.09512591361999512,28537600
1981-04-22,0.12723200023174286,0.12779000401496887,0.12723200023174286,0.09858479350805283,18995200
1981-04-23,0.13057999312877655,0.13113799691200256,0.13057999312877655,0.10117896646261215,58016000
1981-04-24,0.13057999312877655,0.13057999312877655,0.12946400046348572,0.10031425952911377,35056000
1981-04-27,0.1289059966802597,0.1289059966802597,0.1283479928970337,0.09944948554039001,38528000
1981-04-28,0.12667399644851685,0.12667399644851685,0.12611599266529083,0.09772007912397385,32188800
1981-04-29,0.125,0.125,0.12444200366735458,0.0964229628443718,13641600
1981-04-30,0.12667399644851685,0.12779000401496887,0.12667399644851685,0.09815245866775513,12611200
1981-05-01,0.12667399644851685,0.12779000401496887,0.12667399644851685,0.09815245866775513,16553600
1981-05-04,0.12667399644851685,0.12667399644851685,0.12611599266529083,0.09772007912397385,14448000
1981-05-05,0.12611599266529083,0.12611599266529083,0.125558003783226,0.09728769212961197,17539200
1981-05-06,0.12276799976825714,0.12276799976825714,0.12221000343561172,0.09469353407621384,18950400
1981-05-07,0.12388399988412857,0.12444200366735458,0.12388399988412857,0.09599064290523529,9363200
1981-05-08,0.125,0.125558003783226,0.125,0.09685534238815308,7907200
1981-05-11,0.12276799976825714,0.12276799976825714,0.12221000343561172,0.09469353407621384,11939200
1981-05-12,0.12221000343561172,0.12388399988412857,0.12221000343561172,0.09469353407621384,4256000
1981-05-13,0.12221000343561172,0.12332600355148315,0.12165199965238571,0.09426116943359375,4905600
1981-05-14,0.1210940033197403,0.1210940033197403,0.11997800320386887,0.09296409040689468,4928000
1981-05-15,0.12276799976825714,0.12444200366735458,0.12276799976825714,0.09512591361999512,4905600
1981-05-18,0.125,0.12611599266529083,0.125,0.09685534238815308,4166400
1981-05-19,0.12332600355148315,0.12332600355148315,0.12276799976825714,0.09512591361999512,25424000
1981-05-20,0.12667399644851685,0.12779000401496887,0.12667399644851685,0.09815245866775513,13283200
1981-05-21,0.13392899930477142,0.13448700308799744,0.13392899930477142,0.10377394407987595,32211200
1981-05-22,0.140066996216774,0.141183003783226,0.140066996216774,0.10852991789579391,31427200
1981-05-26,0.140066996216774,0.140066996216774,0.13950900733470917,0.10809757560491562,85344000
1981-05-27,0.14732100069522858,0.1478790044784546,0.14732100069522858,0.11415057629346848,149497600
1981-05-28,0.14732100069522858,0.1478790044784546,0.14732100069522858,0.11415057629346848,73987200
1981-05-29,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.11458295583724976,59382400
1981-06-01,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.11458295583724976,51251200
1981-06-02,0.141183003783226,0.141183003783226,0.140625,0.10896223783493042,40432000
1981-06-03,0.140625,0.14174099266529083,0.140625,0.10896223783493042,39446400
1981-06-04,0.14341500401496887,0.1439729928970337,0.14341500401496887,0.11112407594919205,56067200
1981-06-05,0.14174099266529083,0.14174099266529083,0.141183003783226,0.10939467698335648,57680000
1981-06-08,0.1367190033197403,0.1367190033197403,0.13616099953651428,0.10550335794687271,93497600
1981-06-09,0.13895100355148315,0.13950900733470917,0.13895100355148315,0.10766519606113434,119593600
1981-06-10,0.140625,0.14229899644851685,0.140625,0.10896223783493042,25222400
1981-06-11,0.14676299691200256,0.14732100069522858,0.14676299691200256,0.11371823400259018,38976000
1981-06-12,0.14564700424671173,0.14564700424671173,0.14508900046348572,0.1124211922287941,25804800
1981-06-15,0.14508900046348572,0.14508900046348572,0.1445309966802597,0.11198876798152924,143763200
1981-06-16,0.14229899644851685,0.14229899644851685,0.14174099266529083,0.10982697457075119,37251200
1981-06-17,0.140066996216774,0.140066996216774,0.13950900733470917,0.10809757560491562,27574400
1981-06-18,0.13950900733470917,0.140066996216774,0.13895100355148315,0.10766519606113434,23049600
1981-06-19,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.10463864356279373,27507200
1981-06-22,0.13057999312877655,0.13057999312877655,0.13002200424671173,0.10074664652347565,10841600
1981-06-23,0.1322540044784546,0.1333709955215454,0.1322540044784546,0.1024760901927948,15030400
1981-06-24,0.13002200424671173,0.13002200424671173,0.1289059966802597,0.0998818427324295,23027200
1981-06-25,0.13169600069522858,0.1322540044784546,0.13169600069522858,0.10204369574785233,24259200
1981-06-26,0.13113799691200256,0.13113799691200256,0.13002200424671173,0.10074664652347565,23788800
1981-06-29,0.12667399644851685,0.12667399644851685,0.125558003783226,0.09728769212961197,10595200
1981-06-30,0.11662899702787399,0.11662899702787399,0.11607100069522858,0.089936763048172,35907200
1981-07-01,0.11551299691200256,0.11551299691200256,0.11495500057935715,0.08907207101583481,170464000
